"year"	"month"	"day"	"zone"	"tow.number"	"tow.id"	"swept.area"	"swept.area.method"	"tow.type"	"start.time"	"end.time"	"latitude"	"longitude"	"depth.meters"	"bottom.temperature.minilog"	"bottom.temperature.star.oddi"	"vessel"	"commercial.count"	"commercial.weight"	"commercial345.count"	"commercial345.weight"	"male.legal.count"	"male.legal.immature.count"	"male.count"	"female.count"	"total.count"
2018	8	6	"12"	10	"GP052F"	2309	"model"	"Primary"	"16:13:56"	"16:18:51"	47.7542083333333	-63.8776166666667	82.3	0.66	0.37	"Jean-Mathieu"	19	11.434	4	2.246	33	13	54	75	129
2018	8	6	"12"	11	"GP051F"	2126	"model"	"Primary"	"17:15:05"	"17:20:23"	47.8212166666667	-63.8745833333333	82.3	0.81	0.58	"Jean-Mathieu"	12	7.053	7	4.126	22	10	62	28	90
2018	8	6	"12"	12	"GP041F"	3737	"model"	"Primary"	"18:32:17"	"18:37:47"	47.8244916666667	-64.0231833333333	82.3	0.78	0.54	"Jean-Mathieu"	4	2.559	2	1.104	4	0	29	76	105
2018	8	6	"12"	14	"GP031A1"	2241	"model"	"Alternate 1"	"20:22:03"	"20:27:22"	47.8653666666667	-64.1853916666667	45.7	1.33	0.97	"Jean-Mathieu"	0	0	0	0	0	0	1	0	1
2018	8	7	"12"	1	"GP039F"	3394	"model"	"Primary"	"05:56:52"	"06:02:10"	47.944325	-64.05395	62.2	0.86	0.57	"Jean-Mathieu"	13	8.205	1	0.401	13	0	35	15	50
2018	8	7	"12"	2	"GP045F"	1992	"model"	"Primary"	"06:52:38"	"06:57:52"	47.9389083333333	-63.969775	91.4	0.8	0.58	"Jean-Mathieu"	1	1.101	0	0	2	1	18	1	19
2018	8	7	"12"	3	"GP069F"	3237	"model"	"Primary"	"08:45:49"	"08:51:03"	47.9061083333333	-63.7094	64	0.81	0.54	"Jean-Mathieu"	1	0.371	1	0.371	1	0	58	59	117
2018	8	7	"12"	5	"GP092A1"	3588	"model"	"Alternate 1"	"11:00:15"	"11:05:26"	47.8556166666667	-63.6434583333333	71.3	0.39	0.09	"Jean-Mathieu"	0	0	0	0	0	0	13	5	18
2018	8	7	"12"	6	"GP095F"	4046	"model"	"Primary"	"12:17:58"	"12:23:10"	47.7728166666667	-63.49225	76.8	0.34	0.05	"Jean-Mathieu"	9	4.942	3	1.575	10	1	57	44	101
2018	8	7	"12"	7	"GP111F"	3940	"model"	"Primary"	"13:31:22"	"13:36:35"	47.8046666666667	-63.3174333333333	82.3	0.64	0.37	"Jean-Mathieu"	10	5.055	4	2.154	14	4	58	45	103
2018	8	7	"12"	8	"GP110F"	3834	"model"	"Primary"	"14:23:03"	"14:28:15"	47.8344333333333	-63.3395083333333	76.8	0.71	0.42	"Jean-Mathieu"	3	2.215	1	0.79	4	1	8	41	49
2018	8	7	"12"	9	"GP100F"	4020	"model"	"Primary"	"16:09:52"	"16:15:05"	47.9750666666667	-63.413025	76.8	0.87	0.62	"Jean-Mathieu"	2	1.283	2	1.283	2	0	17	47	64
2018	8	7	"12"	10	"GP087F"	3833	"model"	"Primary"	"17:09:32"	"17:14:44"	47.979675	-63.53275	76.8	0.82	0.58	"Jean-Mathieu"	1	0.418	1	0.418	1	0	49	105	154
2018	8	7	"12"	11	"GP062F"	1737	"model"	"Primary"	"18:53:49"	"18:58:48"	47.9933916666667	-63.7684583333333	96.9	0.86	0.66	"Jean-Mathieu"	11	7.491	2	1.116	25	14	42	6	48
2018	8	7	"12"	12	"GP053F"	2197	"model"	"Primary"	"20:26:46"	"20:31:53"	48.0399416666667	-63.9451416666667	82.3	0.67	0.42	"Jean-Mathieu"	4	2.884	0	0	7	3	53	78	131
2018	8	8	"12"	3	"GP043A2"	1488	"model"	"Alternate 2"	"07:29:18"	"07:33:50"	48.1117333333333	-64.0652833333333	40.2	1.54	1.18	"Jean-Mathieu"	0	0	0	0	0	0	0	0	0
2018	8	8	"12"	4	"GP015F"	2680	"model"	"Primary"	"09:54:10"	"09:59:04"	48.1203	-64.4724666666667	45.7	1.74	1.43	"Jean-Mathieu"	1	0.863	0	0	1	0	45	39	84
2018	8	13	"12"	1	"GP009F"	2969	"model"	"Primary"	"15:28:27"	"15:33:26"	47.887025	-64.98705	47.5	0.82	0.46	"Jean-Mathieu"	5	3.139	0	0	5	0	18	11	29
2018	8	13	"12"	2	"GP008F"	2881	"average"	"Primary"	"16:30:45"	"16:35:46"	47.8968833333333	-65.1393	76.8	0.8	0.54	"Jean-Mathieu"	7	4.714	2	1.419	10	2	34	1	35
2018	8	13	"12"	3	"GP006F"	2881	"average"	"Primary"	"17:21:09"	"17:26:09"	47.8924416666667	-65.2090166666667	71.3	0.79	0.54	"Jean-Mathieu"	12	7.821	3	2.139	23	10	41	4	45
2018	8	13	"12"	4	"GP002F"	2992	"model"	"Primary"	"20:00:53"	"20:05:50"	47.7850916666667	-65.5415916666667	40.2	0.89	0.54	"Jean-Mathieu"	3	1.72	1	0.36	7	4	50	23	73
2018	8	14	"12"	1	"GP001F"	1759	"model"	"Primary"	"06:01:18"	"06:06:18"	47.976175	-65.6263083333333	45.7	1.39	1.02	"Jean-Mathieu"	7	4.54	0	0	8	1	44	19	63
2018	8	14	"12"	2	"GP003F"	2197	"model"	"Primary"	"07:32:22"	"07:37:26"	47.9164	-65.4901916666667	51.2	1.27	1	"Jean-Mathieu"	0	0	0	0	0	0	1	0	1
2018	8	14	"12"	3	"GP004F"	2653	"model"	"Primary"	"08:30:07"	"08:35:40"	47.8614666666667	-65.4848166666667	60.4	0.81	0.54	"Jean-Mathieu"	2	1.272	0	0	6	4	35	14	49
2018	8	14	"12"	4	"GP005F"	3012	"model"	"Primary"	"10:14:30"	"10:19:25"	47.9608916666667	-65.3417333333333	45.7	1.95	1.59	"Jean-Mathieu"	12	7.292	0	0	19	7	169	59	228
2018	8	14	"12"	5	"GP007F"	4167	"model"	"Primary"	"11:40:52"	"11:46:14"	47.9294666666667	-65.1733083333333	75	0.77	0.54	"Jean-Mathieu"	7	5.196	4	2.87	8	1	19	68	87
2018	8	14	"12"	6	"GP011F"	1291	"model"	"Primary"	"12:56:00"	"13:01:18"	47.9518416666667	-65.0146333333333	78.6	0.78	0.54	"Jean-Mathieu"	5	3.965	0	0	20	15	37	9	46
2018	8	14	"12"	7	"GP010F"	3508	"model"	"Primary"	"14:16:06"	"14:21:27"	48.0428666666667	-64.9902166666667	80.5	0.87	0.58	"Jean-Mathieu"	0	0	0	0	1	1	16	37	53
2018	8	14	"12"	8	"GP012F"	3061	"average"	"Primary"	"16:01:56"	"16:06:54"	48.0662833333333	-64.7752916666667	84.1	0.78	0.58	"Jean-Mathieu"	8	4.68	1	0.508	10	2	44	2	46
2018	8	14	"12"	9	"GP013F"	4257	"model"	"Primary"	"18:06:33"	"18:11:34"	48.2441416666667	-64.6753916666667	84.1	0.77	0.54	"Jean-Mathieu"	7	4.882	3	2.013	8	1	28	38	66
2018	8	14	"12"	10	"GP017F"	3466	"model"	"Primary"	"19:48:17"	"19:53:35"	48.197025	-64.424825	95.1	0.79	0.58	"Jean-Mathieu"	1	0.755	1	0.755	1	0	44	54	98
2018	8	15	"12"	1	"GP014F"	2976	"model"	"Primary"	"06:24:27"	"06:29:29"	48.3644583333333	-64.4041166666667	67.7	1.13	0.85	"Jean-Mathieu"	0	0	0	0	0	0	10	7	17
2018	8	15	"12"	2	"GP020F"	1985	"model"	"Primary"	"07:47:22"	"07:52:30"	48.2695416666667	-64.3345583333333	111.6	0.78	0.58	"Jean-Mathieu"	7	5.162	0	0	11	4	24	0	24
2018	8	15	"12"	3	"GP021F"	3316	"model"	"Primary"	"08:36:41"	"08:41:57"	48.2531333333333	-64.3060916666667	107.9	0.77	0.54	"Jean-Mathieu"	26	19.482	2	1.767	33	7	48	38	86
2018	8	15	"12"	4	"GP037F"	3127	"model"	"Primary"	"10:18:32"	"10:23:40"	48.2368166666667	-64.0696583333333	62.2	0.77	0.54	"Jean-Mathieu"	6	3.358	0	0	6	0	47	58	105
2018	8	15	"12"	5	"GP055F"	2645	"model"	"Primary"	"11:26:06"	"11:31:09"	48.1806916666667	-63.9627666666667	51.2	0.95	0.68	"Jean-Mathieu"	0	0	0	0	0	0	1	0	1
2018	8	15	"12"	6	"GP029F"	1716	"model"	"Primary"	"12:45:11"	"12:50:30"	48.2810333333333	-64.0168416666667	71.3	0.77	0.5	"Jean-Mathieu"	0	0	0	0	0	0	32	14	46
2018	8	15	"12"	7	"GP058F"	2831	"average"	"Primary"	"14:17:23"	"14:22:24"	48.3423	-63.8419583333333	106.1	1.06	0.86	"Jean-Mathieu"	6	3.312	2	1.111	9	3	23	18	41
2018	8	15	"12"	8	"GP059F"	2916	"model"	"Primary"	"15:57:37"	"16:02:56"	48.3925083333333	-63.8331	111.6	1.6	1.42	"Jean-Mathieu"	3	1.833	0	0	6	3	96	106	202
2018	8	15	"12"	9	"GP034F"	3229	"model"	"Primary"	"18:12:08"	"18:17:16"	48.455425	-64.1156166666667	65.8	0.98	0.72	"Jean-Mathieu"	0	0	0	0	0	0	8	2	10
2018	8	16	"12"	1	"GP027F"	2596	"model"	"Primary"	"06:00:49"	"06:06:07"	48.5385833333333	-64.1764083333333	76.8	0.94	0.7	"Jean-Mathieu"	1	0.414	0	0	1	0	326	258	584
2018	8	16	"12"	2	"GP033F"	2782	"model"	"Primary"	"07:19:10"	"07:24:46"	48.542075	-64.1254166666667	102.4	1.05	0.82	"Jean-Mathieu"	6	2.926	0	0	7	1	175	172	347
2018	8	16	"12"	3	"GP038F"	1317	"model"	"Primary"	"08:53:25"	"08:58:20"	48.6259083333333	-64.0523333333333	84.1	0.89	0.66	"Jean-Mathieu"	0	0	0	0	0	0	71	121	192
2018	8	16	"12"	4	"GP035F"	4320	"model"	"Primary"	"10:37:02"	"10:42:21"	48.7579583333333	-64.0611333333333	75	1.24	0.98	"Jean-Mathieu"	0	0	0	0	0	0	3	2	5
2018	8	16	"12"	5	"GP054F"	1730	"model"	"Primary"	"11:52:18"	"11:57:34"	48.7306166666667	-63.9633833333333	144.5	3.14	3.02	"Jean-Mathieu"	1	0.385	0	0	1	0	10	8	18
2018	8	16	"12"	6	"GP064F"	2692	"model"	"Primary"	"13:33:10"	"13:38:22"	48.6609583333333	-63.8235333333333	144.5	3.07	2.93	"Jean-Mathieu"	0	0	0	0	0	0	19	10	29
2018	8	16	"12"	7	"GP078F"	2269	"model"	"Primary"	"15:17:41"	"15:23:29"	48.6167583333333	-63.6546666666667	120.7	1.71	1.55	"Jean-Mathieu"	0	0	0	0	0	0	2	0	2
2018	8	16	"12"	8	"GP056F"	1518	"model"	"Primary"	"17:32:01"	"17:34:46"	48.6253916666667	-63.8459	170.1	NA	NA	"Jean-Mathieu"	0	0	0	0	0	0	13	6	19
2018	8	16	"12"	9	"GP057F"	2833	"model"	"Primary"	"18:41:07"	"18:46:07"	48.5207083333333	-63.8457416666667	60.4	1.26	0.94	"Jean-Mathieu"	0	0	0	0	0	0	0	1	1
2018	8	17	"12"	1	"GP107F"	2550	"model"	"Primary"	"06:06:10"	"06:11:25"	48.62685	-63.4579	157.3	2.92	2.79	"Jean-Mathieu"	0	0	0	0	0	0	5	6	11
2018	8	17	"12"	3	"GP096A1"	2242	"model"	"Alternate 1"	"08:39:41"	"08:45:06"	48.5978833333333	-63.3629	157.3	3.1	2.94	"Jean-Mathieu"	0	0	0	0	0	0	1	1	2
2018	8	17	"12"	4	"GP083F"	2537	"model"	"Primary"	"10:46:16"	"10:51:36"	48.5480833333333	-63.6158916666667	118.9	1.66	1.5	"Jean-Mathieu"	0	0	0	0	0	0	0	0	0
2018	8	17	"12"	5	"GP074A1"	3341	"model"	"Alternate 1"	"12:39:40"	"12:44:38"	48.604625	-63.7954166666667	140.8	2.34	2.17	"Jean-Mathieu"	0	0	0	0	0	0	10	10	20
2018	8	17	"12"	6	"GP065F"	2392	"model"	"Primary"	"14:27:35"	"14:32:53"	48.457825	-63.732775	151.8	2.23	2.05	"Jean-Mathieu"	0	0	0	0	0	0	91	73	164
2018	8	17	"12"	7	"GP073F"	2629	"model"	"Primary"	"15:59:12"	"16:04:27"	48.36015	-63.6822083333333	89.6	0.67	0.42	"Jean-Mathieu"	1	0.382	1	0.382	1	0	71	55	126
2018	8	17	"12"	8	"GP086F"	3446	"model"	"Primary"	"17:12:38"	"17:17:36"	48.3904666666667	-63.539125	109.7	1.01	0.78	"Jean-Mathieu"	0	0	0	0	0	0	176	171	347
2018	8	17	"12"	9	"GP103F"	2240	"model"	"Primary"	"18:31:00"	"18:36:25"	48.3605833333333	-63.3962333333333	86	0.81	0.58	"Jean-Mathieu"	0	0	0	0	0	0	7	6	13
2018	8	17	"12"	10	"GP089F"	3604	"model"	"Primary"	"19:49:25"	"19:54:24"	48.3084916666667	-63.5201166666667	96.9	1.14	0.94	"Jean-Mathieu"	0	0	0	0	0	0	1	2	3
2018	8	18	"12"	1	"GP075A1"	3154	"model"	"Alternate 1"	"06:14:22"	"06:19:46"	48.2022	-63.5074083333333	96.9	0.96	0.72	"Jean-Mathieu"	6	4.474	0	0	6	0	184	189	373
2018	8	18	"12"	3	"GP071A1"	3377	"model"	"Alternate 1"	"09:11:04"	"09:16:27"	48.1744666666667	-63.8204416666667	89.6	0.65	0.42	"Jean-Mathieu"	6	3.648	2	1.04	8	2	179	176	355
2018	8	18	"12"	5	"GP060A1"	2298	"model"	"Alternate 1"	"11:55:06"	"12:00:17"	48.0602333333333	-63.6742833333333	98.8	0.92	0.7	"Jean-Mathieu"	15	11.101	5	3.397	15	0	32	5	37
2018	8	18	"12"	6	"GP082F"	3042	"model"	"Primary"	"13:06:29"	"13:11:48"	48.117625	-63.5817916666667	91.4	0.84	0.62	"Jean-Mathieu"	7	4.828	1	0.779	7	0	123	242	365
2018	8	18	"12"	7	"GP101F"	2652	"model"	"Primary"	"14:32:41"	"14:38:50"	48.137025	-63.4002083333333	89.6	0.78	0.53	"Jean-Mathieu"	3	2.113	2	1.242	3	0	50	38	88
2018	8	18	"12"	8	"GP114F"	4432	"model"	"Primary"	"15:38:54"	"15:44:19"	48.2140833333333	-63.3130916666667	95.1	0.69	0.46	"Jean-Mathieu"	9	5.083	2	1.36	10	1	94	46	140
2018	8	18	"12"	9	"GP126F"	3213	"model"	"Primary"	"16:46:46"	"16:51:54"	48.1545	-63.2029833333333	73.2	0.54	0.25	"Jean-Mathieu"	3	1.677	0	0	3	0	75	37	112
2018	8	18	"12"	10	"GP118F"	3516	"model"	"Primary"	"18:05:50"	"18:11:02"	48.0676416666667	-63.2656833333333	76.8	0.82	0.54	"Jean-Mathieu"	3	1.574	1	0.424	3	0	54	39	93
2018	8	18	"12"	11	"GP143F"	2625	"model"	"Primary"	"19:31:04"	"19:36:08"	48.0430333333333	-63.0960583333333	56.7	0.13	-0.12	"Jean-Mathieu"	0	0	0	0	0	0	5	4	9
2018	8	19	"12"	1	"GP157F"	2690	"model"	"Primary"	"06:02:36"	"06:08:25"	48.0707583333333	-62.9204166666667	65.8	0.52	0.21	"Jean-Mathieu"	6	3.3	1	0.373	6	0	53	35	88
2018	8	19	"12"	2	"GP169F"	2974	"model"	"Primary"	"07:28:31"	"07:33:48"	48.18115	-62.8423083333333	73.2	0.79	0.54	"Jean-Mathieu"	1	0.629	0	0	1	0	20	14	34
2018	8	19	"12"	3	"GP180F"	3479	"model"	"Primary"	"08:53:32"	"08:58:57"	48.1943083333333	-62.68225	93.3	1.12	0.9	"Jean-Mathieu"	0	0	0	0	1	1	12	42	54
2018	8	19	"12"	4	"GP185F"	3631	"model"	"Primary"	"09:47:21"	"09:52:38"	48.1448	-62.665325	98.8	1.23	1.02	"Jean-Mathieu"	2	0.928	0	0	2	0	10	24	34
2018	8	19	"12"	5	"GP172F"	3918	"model"	"Primary"	"11:24:58"	"11:30:30"	48.0299416666667	-62.808075	82.3	0.89	0.6	"Jean-Mathieu"	1	0.546	0	0	1	0	54	119	173
2018	8	19	"12"	6	"GP183F"	3325	"model"	"Primary"	"12:36:54"	"12:42:36"	48.0236083333333	-62.674225	86	1.01	0.74	"Jean-Mathieu"	6	3.134	1	0.62	6	0	63	128	191
2018	8	19	"12"	7	"GP193F"	2644	"model"	"Primary"	"14:00:40"	"14:05:48"	47.9132333333333	-62.5863583333333	64	0.62	0.25	"Jean-Mathieu"	5	2.515	1	0.666	5	0	52	15	67
2018	8	19	"12"	8	"GP209F"	2865	"model"	"Primary"	"15:21:15"	"15:26:32"	47.9090416666667	-62.4276666666667	73.2	0.55	0.25	"Jean-Mathieu"	4	1.711	0	0	4	0	89	104	193
2018	8	19	"12"	9	"GP204F"	2747	"model"	"Primary"	"16:26:02"	"16:31:11"	47.95375	-62.5040333333333	65.8	0.41	0.09	"Jean-Mathieu"	6	3.039	1	0.472	7	1	47	20	67
2018	8	19	"12"	10	"GP218F"	2648	"model"	"Primary"	"17:57:44"	"18:02:55"	48.033425	-62.3729916666667	80.5	0.69	0.4	"Jean-Mathieu"	6	2.439	4	1.698	6	0	37	113	150
2018	8	19	"12"	11	"GP200F"	2659	"model"	"Primary"	"19:04:28"	"19:09:33"	48.066575	-62.4976	60.4	0.56	0.21	"Jean-Mathieu"	1	0.364	0	0	1	0	28	10	38
2018	8	19	"12"	12	"GP217F"	2692	"model"	"Primary"	"20:09:52"	"20:14:59"	48.080025	-62.375475	73.2	0.66	0.38	"Jean-Mathieu"	5	2.771	0	0	5	0	43	12	55
2018	8	20	"12"	1	"GP207F"	2701	"model"	"Primary"	"06:01:12"	"06:06:27"	48.153625	-62.3018333333333	73.2	0.53	0.29	"Jean-Mathieu"	7	3.44	1	0.469	7	0	57	29	86
2018	8	20	"12"	2	"GP227F"	1972	"model"	"Primary"	"07:05:33"	"07:10:50"	48.18515	-62.210375	86	0.78	0.54	"Jean-Mathieu"	2	1.09	0	0	2	0	11	6	17
2018	8	20	"12"	3	"GP230F"	2698	"model"	"Primary"	"07:50:35"	"07:56:10"	48.1415583333333	-62.18645	87.8	1.06	0.82	"Jean-Mathieu"	1	0.42	0	0	1	0	36	4	40
2018	8	20	"12"	5	"GP236A1"	3427	"model"	"Alternate 1"	"10:26:22"	"10:31:30"	47.960875	-62.2596833333333	73.2	0.6	0.33	"Jean-Mathieu"	1	0.377	0	0	1	0	82	32	114
2018	8	20	"12"	6	"GP243F"	2671	"model"	"Primary"	"12:07:29"	"12:12:38"	48.01475	-62.0073916666667	58.5	0.57	0.25	"Jean-Mathieu"	3	1.614	0	0	3	0	16	3	19
2018	8	20	"12"	7	"GP249F"	3900	"model"	"Primary"	"12:48:27"	"12:55:50"	48.0441	-61.9841166666667	58.5	0.63	0.33	"Jean-Mathieu"	0	0	0	0	0	0	21	20	41
2018	8	20	"12"	8	"GP261F"	2599	"model"	"Primary"	"13:37:21"	"13:42:29"	48.0435083333333	-61.887275	62.2	0.56	0.24	"Jean-Mathieu"	1	0.364	1	0.364	1	0	38	48	86
2018	8	20	"12"	9	"GP257F"	2835	"average"	"Primary"	"14:37:36"	"14:42:38"	47.98505	-61.9145333333333	56.7	0.88	0.59	"Jean-Mathieu"	3	1.578	0	0	3	0	42	144	186
2018	8	20	"12"	10	"GP247F"	2635	"model"	"Primary"	"16:09:52"	"16:14:55"	47.8672833333333	-61.9844333333333	53	2.48	2.17	"Jean-Mathieu"	6	3.722	0	0	6	0	78	42	120
2018	8	20	"12"	11	"GP258F"	2545	"model"	"Primary"	"16:49:14"	"16:54:16"	47.8641083333333	-61.9101	54.9	2.57	2.27	"Jean-Mathieu"	7	4.15	0	0	7	0	46	33	79
2018	8	20	"12"	12	"GP281F"	2471	"model"	"Primary"	"17:59:14"	"18:04:22"	47.8939916666667	-61.7426833333333	58.5	1.67	1.34	"Jean-Mathieu"	8	4.225	1	0.396	10	2	94	120	214
2018	8	20	"12"	13	"GP278F"	2713	"model"	"Primary"	"19:00:33"	"19:05:34"	47.9524083333333	-61.66805	56.7	0.62	0.25	"Jean-Mathieu"	1	0.863	0	0	2	1	11	6	17
2018	8	20	"12"	14	"GP287F"	2869	"model"	"Primary"	"20:12:39"	"20:17:46"	48.028275	-61.5548	60.4	0.41	0.13	"Jean-Mathieu"	0	0	0	0	0	0	2	0	2
2018	8	21	"12"	1	"GP303F"	2579	"model"	"Primary"	"06:02:17"	"06:07:27"	47.9533916666667	-61.3776333333333	58.5	1.73	1.42	"Jean-Mathieu"	2	0.928	0	0	4	1	12	0	12
2018	8	21	"12"	2	"GP300F"	2464	"model"	"Primary"	"06:55:05"	"07:00:05"	47.9049666666667	-61.3780333333333	53	2.54	2.21	"Jean-Mathieu"	0	0	0	0	0	0	0	0	0
2018	8	25	"12"	1	"GP190F"	3248	"model"	"Primary"	"06:14:27"	"06:19:38"	47.20715	-62.6110166666667	65.8	0.47	0.21	"Jean-Mathieu"	16	7.652	0	0	21	5	146	153	299
2018	8	25	"12"	2	"GP196F"	2627	"model"	"Primary"	"07:32:21"	"07:37:32"	47.2785166666667	-62.568875	64	0.4	0.13	"Jean-Mathieu"	13	6.305	3	1.144	15	2	77	115	192
2018	8	25	"12"	3	"GP188F"	2750	"model"	"Primary"	"08:29:24"	"08:34:33"	47.2573166666667	-62.6311583333333	64	0.36	0.05	"Jean-Mathieu"	21	12.329	6	3.459	21	0	73	279	352
2018	8	25	"12"	4	"GP161F"	2584	"model"	"Primary"	"10:11:24"	"10:16:27"	47.2626	-62.840425	56.7	0.39	0.09	"Jean-Mathieu"	6	3.193	0	0	6	0	51	29	80
2018	8	25	"12"	5	"GP160F"	2267	"model"	"Primary"	"11:44:42"	"11:49:46"	47.3835833333333	-62.9045166666667	49.4	1.61	1.25	"Jean-Mathieu"	5	3.159	0	0	5	0	35	11	46
2018	8	25	"12"	6	"GP146F"	2603	"model"	"Primary"	"13:12:29"	"13:17:42"	47.326075	-63.0565833333333	56.7	0.91	0.57	"Jean-Mathieu"	57	30.637	5	2.823	60	3	107	23	130
2018	8	25	"12"	7	"GP116F"	3106	"model"	"Primary"	"14:18:09"	"14:23:10"	47.2856	-63.147275	67.7	0.68	0.33	"Jean-Mathieu"	31	15.37	0	0	44	13	168	103	271
2018	8	25	"12"	8	"GP140F"	3946	"model"	"Primary"	"15:51:50"	"15:56:57"	47.433525	-63.129475	69.5	0.96	0.62	"Jean-Mathieu"	17	8.771	4	2.18	17	0	38	49	87
2018	8	25	"12"	9	"GP117F"	3462	"model"	"Primary"	"18:14:40"	"18:19:43"	47.4321333333333	-63.2753916666667	69.5	1.09	0.78	"Jean-Mathieu"	23	14.698	4	2.827	23	0	31	66	97
2018	8	25	"12"	10	"GP097F"	3097	"average"	"Primary"	"19:39:10"	"19:44:08"	47.3472	-63.3796833333333	75	0.45	0.17	"Jean-Mathieu"	12	5.919	1	0.416	15	3	84	31	115
2018	8	26	"12"	1	"GP090F"	2766	"average"	"Primary"	"06:16:24"	"06:21:25"	47.3403666666667	-63.5153333333333	69.5	0.6	0.29	"Jean-Mathieu"	21	12.404	6	3.525	25	4	62	152	214
2018	8	26	"12"	2	"GP079F"	3034	"average"	"Primary"	"07:16:22"	"07:21:22"	47.3658583333333	-63.4883166666667	73.2	0.36	0.05	"Jean-Mathieu"	26	13.535	10	5.308	30	4	47	150	197
2018	8	26	"12"	3	"GP104F"	2441	"model"	"Primary"	"08:20:49"	"08:25:49"	47.4374833333333	-63.3994416666667	80.5	0.11	-0.16	"Jean-Mathieu"	25	14.611	6	3.866	30	5	167	127	294
2018	8	26	"12"	4	"GP108F"	3995	"model"	"Primary"	"09:49:27"	"09:54:45"	47.55785	-63.355475	76.8	0	-0.28	"Jean-Mathieu"	36	23.812	3	2.145	37	1	69	239	308
2018	8	26	"12"	5	"GP091F"	3321	"average"	"Primary"	"11:14:31"	"11:19:32"	47.55205	-63.5123416666667	69.5	0.18	-0.12	"Jean-Mathieu"	6	3.419	2	1.339	8	0	25	102	127
2018	8	26	"12"	6	"GP093F"	2929	"model"	"Primary"	"12:22:45"	"12:27:43"	47.63295	-63.550875	67.7	0.24	-0.08	"Jean-Mathieu"	17	10.519	2	0.819	18	1	59	52	111
2018	8	26	"12"	7	"GP102F"	3389	"average"	"Primary"	"13:41:47"	"13:46:46"	47.6162916666667	-63.3986916666667	82.3	0.04	-0.24	"Jean-Mathieu"	26	16.249	7	4.337	40	14	146	52	198
2018	8	26	"12"	8	"GP119F"	3204	"average"	"Primary"	"14:53:13"	"14:58:13"	47.6049666666667	-63.2660916666667	86	0.1	-0.14	"Jean-Mathieu"	20	11.343	7	4.545	31	11	98	8	106
2018	8	26	"12"	9	"GP132F"	3003	"model"	"Primary"	"15:56:28"	"16:01:37"	47.5753916666667	-63.1724916666667	60.4	1.15	0.83	"Jean-Mathieu"	21	10.631	5	3.094	26	5	55	92	147
2018	8	26	"12"	10	"GP148F"	2068	"model"	"Primary"	"17:17:20"	"17:22:22"	47.5379666666667	-63.021675	51.2	2.82	2.48	"Jean-Mathieu"	0	0	0	0	0	0	14	0	14
2018	8	26	"12"	11	"GP137F"	2659	"model"	"Primary"	"18:58:33"	"19:03:37"	47.673	-63.13105	65.8	0.59	0.24	"Jean-Mathieu"	12	6.246	4	1.973	13	1	106	70	176
2018	8	27	"12"	1	"GP173F"	2368	"model"	"Primary"	"06:14:56"	"06:19:58"	47.660025	-62.7894333333333	58.5	1.05	0.7	"Jean-Mathieu"	6	2.864	3	1.143	6	0	30	23	53
2018	8	27	"12"	2	"GP171F"	2457	"model"	"Primary"	"07:01:31"	"07:06:31"	47.6864916666667	-62.813875	58.5	1.16	0.83	"Jean-Mathieu"	2	0.868	0	0	2	0	27	27	54
2018	8	27	"12"	3	"GP155F"	2566	"model"	"Primary"	"08:14:10"	"08:19:23"	47.707725	-62.9300416666667	58.5	1.08	0.75	"Jean-Mathieu"	1	0.433	0	0	1	0	21	5	26
2018	8	27	"12"	4	"GP145F"	3606	"model"	"Primary"	"09:27:26"	"09:32:47"	47.73825	-63.0498166666667	71.3	0.35	0.05	"Jean-Mathieu"	10	4.768	1	0.359	10	0	39	12	51
2018	8	27	"12"	5	"GP131F"	3929	"model"	"Primary"	"10:45:45"	"10:51:00"	47.7633833333333	-63.169575	71.3	0.39	0.09	"Jean-Mathieu"	7	3.881	1	0.683	9	2	27	34	61
2018	8	27	"12"	6	"GP135F"	4275	"model"	"Primary"	"11:36:45"	"11:42:12"	47.8094666666667	-63.14455	73.2	0.59	0.33	"Jean-Mathieu"	5	2.623	3	1.548	5	0	30	66	96
2018	8	27	"12"	7	"GP136F"	3369	"model"	"Primary"	"12:39:31"	"12:44:54"	47.8832916666667	-63.1317	69.5	0.4	0.13	"Jean-Mathieu"	5	2.79	2	0.95	6	1	108	35	143
2018	8	27	"12"	8	"GP129F"	3561	"average"	"Primary"	"13:36:10"	"13:41:10"	47.9278	-63.1862083333333	64	0.29	0.01	"Jean-Mathieu"	4	2.067	1	0.428	4	0	24	2	26
2018	8	27	"12"	9	"GP144F"	2493	"model"	"Primary"	"14:35:58"	"14:41:10"	47.935775	-63.0561833333333	62.2	0.46	0.17	"Jean-Mathieu"	1	0.56	0	0	1	0	61	12	73
2018	8	27	"12"	10	"GP168F"	3493	"model"	"Primary"	"16:15:32"	"16:20:41"	47.8541416666667	-62.8462916666667	76.8	0.76	0.5	"Jean-Mathieu"	8	3.737	2	1.282	8	0	59	66	125
2018	8	27	"12"	11	"GP178F"	3043	"model"	"Primary"	"17:17:42"	"17:23:02"	47.8413833333333	-62.7307166666667	69.5	0.67	0.41	"Jean-Mathieu"	6	2.7	0	0	7	1	60	35	95
2018	8	27	"12"	12	"GP175F"	3255	"model"	"Primary"	"18:16:45"	"18:22:04"	47.7921083333333	-62.7763166666667	64	0.26	-0.08	"Jean-Mathieu"	2	0.792	0	0	3	1	30	3	33
